class,filepath
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10468.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10496.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10514.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1053.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10559.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1056.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10560.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10564.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10572.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10577.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10603.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10620.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10622.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10624.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10625.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10628.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1064.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10654.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10684.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10693.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10709.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10740.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1076.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10767.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10769.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10775.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10790.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10811.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10833.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10837.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10841.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10875.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10884.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1089.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10907.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10920.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1093.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10944.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10962.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10978.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10979.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10988.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_10990.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_110.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11015.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11027.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11036.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11050.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11072.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_111.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11107.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11115.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11123.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11125.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11127.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11142.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11149.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11159.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11173.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11183.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11198.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11217.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11246.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1126.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11285.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1132.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11325.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11327.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11339.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1141.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1152.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1153.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1156.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1157.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1163.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11640.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11643.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11693.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1181.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1183.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11855.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1186.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11912.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11933.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_11969.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12053.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12060.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12096.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1211.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12113.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12138.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1218.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1219.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12191.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12198.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12220.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12255.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12326.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1236.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12391.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12400.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12401.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12477.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1249.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12577.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1259.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12593.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12616.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1278.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_12845.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1285.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_129.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_130.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1301.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13018.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13071.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13078.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13097.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_131.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13183.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13370.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1338.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1343.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13440.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13441.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13447.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1350.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13556.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13578.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13587.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13604.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13623.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13666.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13668.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1369.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13746.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1380.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1386.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13864.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1389.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1391.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13912.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1393.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_13975.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1403.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1405.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14056.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1412.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14166.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14194.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14208.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1421.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1427.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14294.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14346.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1438.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14385.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14549.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1455.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14583.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14588.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14595.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14614.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14625.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1467.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1468.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14776.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14778.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1481.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14825.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14829.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14832.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_149.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_14985.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1499.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15001.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15002.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15015.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15149.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1515.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1516.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15168.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15174.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_152.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15262.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1528.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1532.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15407.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1543.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15450.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15462.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15525.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15568.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1558.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15581.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15646.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15681.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15687.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1574.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15806.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1584.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15870.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1591.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15950.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1596.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_15989.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_16.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_16009.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_16010.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_1603.jpg
bear,/home/tonglab/Datasets/ILSVRC2012/train/n02132136/n02132136_16055.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10006.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10032.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10036.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1004.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1009.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_101.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10108.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10115.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1012.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1013.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1015.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10155.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1017.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10176.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1019.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1020.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10204.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1022.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10259.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10264.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10301.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10325.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10337.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10340.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10346.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10369.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10370.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1038.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10381.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10385.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1039.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_104.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1040.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10408.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1041.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1044.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10460.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10468.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10481.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_10492.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_105.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1050.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1063.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1064.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1073.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1075.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_108.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1081.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1084.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1086.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1099.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1100.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1108.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1113.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1115.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1117.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_112.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1121.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1125.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1127.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1131.jpg
bison,/home/tonglab/Datasets/ILSVRC2012/train/n02410509/n02410509_1134.jpg
