class,filepath
n01560419,/home/tonglab/Datasets/ILSVRC2012/val/n01560419/ILSVRC2012_val_00000217.jpg
n01580077,/home/tonglab/Datasets/ILSVRC2012/val/n01580077/ILSVRC2012_val_00000880.jpg
n01580077,/home/tonglab/Datasets/ILSVRC2012/val/n01580077/ILSVRC2012_val_00001084.jpg
n01582220,/home/tonglab/Datasets/ILSVRC2012/val/n01582220/ILSVRC2012_val_00000476.jpg
n01582220,/home/tonglab/Datasets/ILSVRC2012/val/n01582220/ILSVRC2012_val_00000963.jpg
n01592084,/home/tonglab/Datasets/ILSVRC2012/val/n01592084/ILSVRC2012_val_00000837.jpg
n01592084,/home/tonglab/Datasets/ILSVRC2012/val/n01592084/ILSVRC2012_val_00002681.jpg
n01601694,/home/tonglab/Datasets/ILSVRC2012/val/n01601694/ILSVRC2012_val_00000962.jpg
n01601694,/home/tonglab/Datasets/ILSVRC2012/val/n01601694/ILSVRC2012_val_00002872.jpg
n01608432,/home/tonglab/Datasets/ILSVRC2012/val/n01608432/ILSVRC2012_val_00000073.jpg
n01608432,/home/tonglab/Datasets/ILSVRC2012/val/n01608432/ILSVRC2012_val_00000328.jpg
n01614925,/home/tonglab/Datasets/ILSVRC2012/val/n01614925/ILSVRC2012_val_00000128.jpg
n01614925,/home/tonglab/Datasets/ILSVRC2012/val/n01614925/ILSVRC2012_val_00002031.jpg
n01616318,/home/tonglab/Datasets/ILSVRC2012/val/n01616318/ILSVRC2012_val_00000018.jpg
n01616318,/home/tonglab/Datasets/ILSVRC2012/val/n01616318/ILSVRC2012_val_00000025.jpg
n01622779,/home/tonglab/Datasets/ILSVRC2012/val/n01622779/ILSVRC2012_val_00000318.jpg
n01622779,/home/tonglab/Datasets/ILSVRC2012/val/n01622779/ILSVRC2012_val_00001213.jpg
n01629819,/home/tonglab/Datasets/ILSVRC2012/val/n01629819/ILSVRC2012_val_00000225.jpg
n01629819,/home/tonglab/Datasets/ILSVRC2012/val/n01629819/ILSVRC2012_val_00000890.jpg
n01630670,/home/tonglab/Datasets/ILSVRC2012/val/n01630670/ILSVRC2012_val_00000498.jpg
n01630670,/home/tonglab/Datasets/ILSVRC2012/val/n01630670/ILSVRC2012_val_00002774.jpg
n01631663,/home/tonglab/Datasets/ILSVRC2012/val/n01631663/ILSVRC2012_val_00000258.jpg
n01631663,/home/tonglab/Datasets/ILSVRC2012/val/n01631663/ILSVRC2012_val_00000276.jpg
n01632458,/home/tonglab/Datasets/ILSVRC2012/val/n01632458/ILSVRC2012_val_00000088.jpg
n01632458,/home/tonglab/Datasets/ILSVRC2012/val/n01632458/ILSVRC2012_val_00001131.jpg
n01632777,/home/tonglab/Datasets/ILSVRC2012/val/n01632777/ILSVRC2012_val_00000052.jpg
n01632777,/home/tonglab/Datasets/ILSVRC2012/val/n01632777/ILSVRC2012_val_00001138.jpg
n01641577,/home/tonglab/Datasets/ILSVRC2012/val/n01641577/ILSVRC2012_val_00001652.jpg
n01641577,/home/tonglab/Datasets/ILSVRC2012/val/n01641577/ILSVRC2012_val_00003748.jpg
n01644373,/home/tonglab/Datasets/ILSVRC2012/val/n01644373/ILSVRC2012_val_00000944.jpg
n01644373,/home/tonglab/Datasets/ILSVRC2012/val/n01644373/ILSVRC2012_val_00001739.jpg
n01644900,/home/tonglab/Datasets/ILSVRC2012/val/n01644900/ILSVRC2012_val_00000037.jpg
n01644900,/home/tonglab/Datasets/ILSVRC2012/val/n01644900/ILSVRC2012_val_00001938.jpg
n01664065,/home/tonglab/Datasets/ILSVRC2012/val/n01664065/ILSVRC2012_val_00000404.jpg
n01664065,/home/tonglab/Datasets/ILSVRC2012/val/n01664065/ILSVRC2012_val_00000958.jpg
n01665541,/home/tonglab/Datasets/ILSVRC2012/val/n01665541/ILSVRC2012_val_00000791.jpg
n01665541,/home/tonglab/Datasets/ILSVRC2012/val/n01665541/ILSVRC2012_val_00000930.jpg
n01667114,/home/tonglab/Datasets/ILSVRC2012/val/n01667114/ILSVRC2012_val_00000229.jpg
n01667114,/home/tonglab/Datasets/ILSVRC2012/val/n01667114/ILSVRC2012_val_00001636.jpg
n01667778,/home/tonglab/Datasets/ILSVRC2012/val/n01667778/ILSVRC2012_val_00002832.jpg
n01667778,/home/tonglab/Datasets/ILSVRC2012/val/n01667778/ILSVRC2012_val_00005799.jpg
n01669191,/home/tonglab/Datasets/ILSVRC2012/val/n01669191/ILSVRC2012_val_00000362.jpg
n01669191,/home/tonglab/Datasets/ILSVRC2012/val/n01669191/ILSVRC2012_val_00001649.jpg
n01675722,/home/tonglab/Datasets/ILSVRC2012/val/n01675722/ILSVRC2012_val_00003904.jpg
n01675722,/home/tonglab/Datasets/ILSVRC2012/val/n01675722/ILSVRC2012_val_00004638.jpg
n01677366,/home/tonglab/Datasets/ILSVRC2012/val/n01677366/ILSVRC2012_val_00000153.jpg
n01677366,/home/tonglab/Datasets/ILSVRC2012/val/n01677366/ILSVRC2012_val_00000471.jpg
n01682714,/home/tonglab/Datasets/ILSVRC2012/val/n01682714/ILSVRC2012_val_00001931.jpg
n01682714,/home/tonglab/Datasets/ILSVRC2012/val/n01682714/ILSVRC2012_val_00001942.jpg
n01685808,/home/tonglab/Datasets/ILSVRC2012/val/n01685808/ILSVRC2012_val_00000908.jpg
n01685808,/home/tonglab/Datasets/ILSVRC2012/val/n01685808/ILSVRC2012_val_00004757.jpg
n01687978,/home/tonglab/Datasets/ILSVRC2012/val/n01687978/ILSVRC2012_val_00003821.jpg
n01687978,/home/tonglab/Datasets/ILSVRC2012/val/n01687978/ILSVRC2012_val_00005031.jpg
n01688243,/home/tonglab/Datasets/ILSVRC2012/val/n01688243/ILSVRC2012_val_00000297.jpg
n01688243,/home/tonglab/Datasets/ILSVRC2012/val/n01688243/ILSVRC2012_val_00000978.jpg
n01689811,/home/tonglab/Datasets/ILSVRC2012/val/n01689811/ILSVRC2012_val_00001022.jpg
n01689811,/home/tonglab/Datasets/ILSVRC2012/val/n01689811/ILSVRC2012_val_00001645.jpg
n01692333,/home/tonglab/Datasets/ILSVRC2012/val/n01692333/ILSVRC2012_val_00001475.jpg
n01692333,/home/tonglab/Datasets/ILSVRC2012/val/n01692333/ILSVRC2012_val_00004505.jpg
n01693334,/home/tonglab/Datasets/ILSVRC2012/val/n01693334/ILSVRC2012_val_00000064.jpg
n01693334,/home/tonglab/Datasets/ILSVRC2012/val/n01693334/ILSVRC2012_val_00000683.jpg
n01694178,/home/tonglab/Datasets/ILSVRC2012/val/n01694178/ILSVRC2012_val_00001375.jpg
n01694178,/home/tonglab/Datasets/ILSVRC2012/val/n01694178/ILSVRC2012_val_00001623.jpg
n01695060,/home/tonglab/Datasets/ILSVRC2012/val/n01695060/ILSVRC2012_val_00000541.jpg
n01695060,/home/tonglab/Datasets/ILSVRC2012/val/n01695060/ILSVRC2012_val_00003865.jpg
n01697457,/home/tonglab/Datasets/ILSVRC2012/val/n01697457/ILSVRC2012_val_00001573.jpg
n01697457,/home/tonglab/Datasets/ILSVRC2012/val/n01697457/ILSVRC2012_val_00003101.jpg
n01698640,/home/tonglab/Datasets/ILSVRC2012/val/n01698640/ILSVRC2012_val_00000090.jpg
n01698640,/home/tonglab/Datasets/ILSVRC2012/val/n01698640/ILSVRC2012_val_00001338.jpg
n01704323,/home/tonglab/Datasets/ILSVRC2012/val/n01704323/ILSVRC2012_val_00002051.jpg
n01704323,/home/tonglab/Datasets/ILSVRC2012/val/n01704323/ILSVRC2012_val_00002939.jpg
n01728572,/home/tonglab/Datasets/ILSVRC2012/val/n01728572/ILSVRC2012_val_00003569.jpg
n01728572,/home/tonglab/Datasets/ILSVRC2012/val/n01728572/ILSVRC2012_val_00004269.jpg
n01728920,/home/tonglab/Datasets/ILSVRC2012/val/n01728920/ILSVRC2012_val_00001042.jpg
n01728920,/home/tonglab/Datasets/ILSVRC2012/val/n01728920/ILSVRC2012_val_00001703.jpg
n01729322,/home/tonglab/Datasets/ILSVRC2012/val/n01729322/ILSVRC2012_val_00002568.jpg
n01729322,/home/tonglab/Datasets/ILSVRC2012/val/n01729322/ILSVRC2012_val_00002754.jpg
n01729977,/home/tonglab/Datasets/ILSVRC2012/val/n01729977/ILSVRC2012_val_00000029.jpg
n01729977,/home/tonglab/Datasets/ILSVRC2012/val/n01729977/ILSVRC2012_val_00002101.jpg
n01734418,/home/tonglab/Datasets/ILSVRC2012/val/n01734418/ILSVRC2012_val_00000512.jpg
n01734418,/home/tonglab/Datasets/ILSVRC2012/val/n01734418/ILSVRC2012_val_00000941.jpg
n01735189,/home/tonglab/Datasets/ILSVRC2012/val/n01735189/ILSVRC2012_val_00000006.jpg
n01735189,/home/tonglab/Datasets/ILSVRC2012/val/n01735189/ILSVRC2012_val_00000806.jpg
n01737021,/home/tonglab/Datasets/ILSVRC2012/val/n01737021/ILSVRC2012_val_00000084.jpg
n01737021,/home/tonglab/Datasets/ILSVRC2012/val/n01737021/ILSVRC2012_val_00002725.jpg
n01739381,/home/tonglab/Datasets/ILSVRC2012/val/n01739381/ILSVRC2012_val_00001108.jpg
n01739381,/home/tonglab/Datasets/ILSVRC2012/val/n01739381/ILSVRC2012_val_00002439.jpg
n01740131,/home/tonglab/Datasets/ILSVRC2012/val/n01740131/ILSVRC2012_val_00000337.jpg
n01740131,/home/tonglab/Datasets/ILSVRC2012/val/n01740131/ILSVRC2012_val_00002505.jpg
n01742172,/home/tonglab/Datasets/ILSVRC2012/val/n01742172/ILSVRC2012_val_00000786.jpg
n01742172,/home/tonglab/Datasets/ILSVRC2012/val/n01742172/ILSVRC2012_val_00001879.jpg
n01744401,/home/tonglab/Datasets/ILSVRC2012/val/n01744401/ILSVRC2012_val_00000688.jpg
n01744401,/home/tonglab/Datasets/ILSVRC2012/val/n01744401/ILSVRC2012_val_00001482.jpg
n01748264,/home/tonglab/Datasets/ILSVRC2012/val/n01748264/ILSVRC2012_val_00003143.jpg
n01748264,/home/tonglab/Datasets/ILSVRC2012/val/n01748264/ILSVRC2012_val_00003928.jpg
n01749939,/home/tonglab/Datasets/ILSVRC2012/val/n01749939/ILSVRC2012_val_00000298.jpg
n01749939,/home/tonglab/Datasets/ILSVRC2012/val/n01749939/ILSVRC2012_val_00001185.jpg
n01751748,/home/tonglab/Datasets/ILSVRC2012/val/n01751748/ILSVRC2012_val_00000001.jpg
n01751748,/home/tonglab/Datasets/ILSVRC2012/val/n01751748/ILSVRC2012_val_00000324.jpg
n01753488,/home/tonglab/Datasets/ILSVRC2012/val/n01753488/ILSVRC2012_val_00001582.jpg
n01753488,/home/tonglab/Datasets/ILSVRC2012/val/n01753488/ILSVRC2012_val_00002852.jpg
n01755581,/home/tonglab/Datasets/ILSVRC2012/val/n01755581/ILSVRC2012_val_00000749.jpg
n01755581,/home/tonglab/Datasets/ILSVRC2012/val/n01755581/ILSVRC2012_val_00001593.jpg
n01756291,/home/tonglab/Datasets/ILSVRC2012/val/n01756291/ILSVRC2012_val_00001706.jpg
n01756291,/home/tonglab/Datasets/ILSVRC2012/val/n01756291/ILSVRC2012_val_00001819.jpg
n01768244,/home/tonglab/Datasets/ILSVRC2012/val/n01768244/ILSVRC2012_val_00000299.jpg
n01768244,/home/tonglab/Datasets/ILSVRC2012/val/n01768244/ILSVRC2012_val_00001272.jpg
n01770081,/home/tonglab/Datasets/ILSVRC2012/val/n01770081/ILSVRC2012_val_00000107.jpg
n01770081,/home/tonglab/Datasets/ILSVRC2012/val/n01770081/ILSVRC2012_val_00000877.jpg
n01770393,/home/tonglab/Datasets/ILSVRC2012/val/n01770393/ILSVRC2012_val_00001007.jpg
n01770393,/home/tonglab/Datasets/ILSVRC2012/val/n01770393/ILSVRC2012_val_00001887.jpg
n01773157,/home/tonglab/Datasets/ILSVRC2012/val/n01773157/ILSVRC2012_val_00001037.jpg
n01773157,/home/tonglab/Datasets/ILSVRC2012/val/n01773157/ILSVRC2012_val_00001053.jpg
n01773549,/home/tonglab/Datasets/ILSVRC2012/val/n01773549/ILSVRC2012_val_00002688.jpg
n01773549,/home/tonglab/Datasets/ILSVRC2012/val/n01773549/ILSVRC2012_val_00003431.jpg
n01773797,/home/tonglab/Datasets/ILSVRC2012/val/n01773797/ILSVRC2012_val_00000040.jpg
n01773797,/home/tonglab/Datasets/ILSVRC2012/val/n01773797/ILSVRC2012_val_00000395.jpg
n01774384,/home/tonglab/Datasets/ILSVRC2012/val/n01774384/ILSVRC2012_val_00001150.jpg
n01774384,/home/tonglab/Datasets/ILSVRC2012/val/n01774384/ILSVRC2012_val_00001454.jpg
n01774750,/home/tonglab/Datasets/ILSVRC2012/val/n01774750/ILSVRC2012_val_00000396.jpg
n01774750,/home/tonglab/Datasets/ILSVRC2012/val/n01774750/ILSVRC2012_val_00000934.jpg
n01775062,/home/tonglab/Datasets/ILSVRC2012/val/n01775062/ILSVRC2012_val_00000218.jpg
n01775062,/home/tonglab/Datasets/ILSVRC2012/val/n01775062/ILSVRC2012_val_00000986.jpg
n01776313,/home/tonglab/Datasets/ILSVRC2012/val/n01776313/ILSVRC2012_val_00000679.jpg
n01776313,/home/tonglab/Datasets/ILSVRC2012/val/n01776313/ILSVRC2012_val_00000943.jpg
n01784675,/home/tonglab/Datasets/ILSVRC2012/val/n01784675/ILSVRC2012_val_00003981.jpg
n01784675,/home/tonglab/Datasets/ILSVRC2012/val/n01784675/ILSVRC2012_val_00004136.jpg
n01795545,/home/tonglab/Datasets/ILSVRC2012/val/n01795545/ILSVRC2012_val_00000075.jpg
n01795545,/home/tonglab/Datasets/ILSVRC2012/val/n01795545/ILSVRC2012_val_00000528.jpg
n01796340,/home/tonglab/Datasets/ILSVRC2012/val/n01796340/ILSVRC2012_val_00000860.jpg
n01796340,/home/tonglab/Datasets/ILSVRC2012/val/n01796340/ILSVRC2012_val_00001596.jpg
n01797886,/home/tonglab/Datasets/ILSVRC2012/val/n01797886/ILSVRC2012_val_00002539.jpg
n01797886,/home/tonglab/Datasets/ILSVRC2012/val/n01797886/ILSVRC2012_val_00005315.jpg
n01798484,/home/tonglab/Datasets/ILSVRC2012/val/n01798484/ILSVRC2012_val_00001461.jpg
n01798484,/home/tonglab/Datasets/ILSVRC2012/val/n01798484/ILSVRC2012_val_00002395.jpg
n01806143,/home/tonglab/Datasets/ILSVRC2012/val/n01806143/ILSVRC2012_val_00001146.jpg
n01806143,/home/tonglab/Datasets/ILSVRC2012/val/n01806143/ILSVRC2012_val_00002177.jpg
n01806567,/home/tonglab/Datasets/ILSVRC2012/val/n01806567/ILSVRC2012_val_00003015.jpg
n01806567,/home/tonglab/Datasets/ILSVRC2012/val/n01806567/ILSVRC2012_val_00003833.jpg
n01807496,/home/tonglab/Datasets/ILSVRC2012/val/n01807496/ILSVRC2012_val_00000576.jpg
n01807496,/home/tonglab/Datasets/ILSVRC2012/val/n01807496/ILSVRC2012_val_00001480.jpg
n01817953,/home/tonglab/Datasets/ILSVRC2012/val/n01817953/ILSVRC2012_val_00001629.jpg
n01817953,/home/tonglab/Datasets/ILSVRC2012/val/n01817953/ILSVRC2012_val_00001856.jpg
n01818515,/home/tonglab/Datasets/ILSVRC2012/val/n01818515/ILSVRC2012_val_00001163.jpg
n01818515,/home/tonglab/Datasets/ILSVRC2012/val/n01818515/ILSVRC2012_val_00003743.jpg
n01819313,/home/tonglab/Datasets/ILSVRC2012/val/n01819313/ILSVRC2012_val_00001288.jpg
n01819313,/home/tonglab/Datasets/ILSVRC2012/val/n01819313/ILSVRC2012_val_00001435.jpg
n01820546,/home/tonglab/Datasets/ILSVRC2012/val/n01820546/ILSVRC2012_val_00001749.jpg
n01820546,/home/tonglab/Datasets/ILSVRC2012/val/n01820546/ILSVRC2012_val_00003884.jpg
n01824575,/home/tonglab/Datasets/ILSVRC2012/val/n01824575/ILSVRC2012_val_00000370.jpg
n01824575,/home/tonglab/Datasets/ILSVRC2012/val/n01824575/ILSVRC2012_val_00000929.jpg
n01828970,/home/tonglab/Datasets/ILSVRC2012/val/n01828970/ILSVRC2012_val_00000051.jpg
n01828970,/home/tonglab/Datasets/ILSVRC2012/val/n01828970/ILSVRC2012_val_00000278.jpg
n01829413,/home/tonglab/Datasets/ILSVRC2012/val/n01829413/ILSVRC2012_val_00002100.jpg
n01829413,/home/tonglab/Datasets/ILSVRC2012/val/n01829413/ILSVRC2012_val_00002843.jpg
n01833805,/home/tonglab/Datasets/ILSVRC2012/val/n01833805/ILSVRC2012_val_00002974.jpg
n01833805,/home/tonglab/Datasets/ILSVRC2012/val/n01833805/ILSVRC2012_val_00003064.jpg
n01843065,/home/tonglab/Datasets/ILSVRC2012/val/n01843065/ILSVRC2012_val_00002326.jpg
n01843065,/home/tonglab/Datasets/ILSVRC2012/val/n01843065/ILSVRC2012_val_00003672.jpg
n01843383,/home/tonglab/Datasets/ILSVRC2012/val/n01843383/ILSVRC2012_val_00000952.jpg
n01843383,/home/tonglab/Datasets/ILSVRC2012/val/n01843383/ILSVRC2012_val_00001158.jpg
n01847000,/home/tonglab/Datasets/ILSVRC2012/val/n01847000/ILSVRC2012_val_00000415.jpg
n01847000,/home/tonglab/Datasets/ILSVRC2012/val/n01847000/ILSVRC2012_val_00000744.jpg
n01855032,/home/tonglab/Datasets/ILSVRC2012/val/n01855032/ILSVRC2012_val_00002309.jpg
n01855032,/home/tonglab/Datasets/ILSVRC2012/val/n01855032/ILSVRC2012_val_00006555.jpg
n01855672,/home/tonglab/Datasets/ILSVRC2012/val/n01855672/ILSVRC2012_val_00000547.jpg
n01855672,/home/tonglab/Datasets/ILSVRC2012/val/n01855672/ILSVRC2012_val_00002997.jpg
n01860187,/home/tonglab/Datasets/ILSVRC2012/val/n01860187/ILSVRC2012_val_00000466.jpg
n01860187,/home/tonglab/Datasets/ILSVRC2012/val/n01860187/ILSVRC2012_val_00001044.jpg
n01871265,/home/tonglab/Datasets/ILSVRC2012/val/n01871265/ILSVRC2012_val_00000067.jpg
n01871265,/home/tonglab/Datasets/ILSVRC2012/val/n01871265/ILSVRC2012_val_00000754.jpg
n01872401,/home/tonglab/Datasets/ILSVRC2012/val/n01872401/ILSVRC2012_val_00000319.jpg
n01872401,/home/tonglab/Datasets/ILSVRC2012/val/n01872401/ILSVRC2012_val_00000628.jpg
n01873310,/home/tonglab/Datasets/ILSVRC2012/val/n01873310/ILSVRC2012_val_00000189.jpg
n01873310,/home/tonglab/Datasets/ILSVRC2012/val/n01873310/ILSVRC2012_val_00000940.jpg
n01877812,/home/tonglab/Datasets/ILSVRC2012/val/n01877812/ILSVRC2012_val_00000655.jpg
n01877812,/home/tonglab/Datasets/ILSVRC2012/val/n01877812/ILSVRC2012_val_00001036.jpg
n01882714,/home/tonglab/Datasets/ILSVRC2012/val/n01882714/ILSVRC2012_val_00000970.jpg
n01882714,/home/tonglab/Datasets/ILSVRC2012/val/n01882714/ILSVRC2012_val_00002560.jpg
n01883070,/home/tonglab/Datasets/ILSVRC2012/val/n01883070/ILSVRC2012_val_00001933.jpg
n01883070,/home/tonglab/Datasets/ILSVRC2012/val/n01883070/ILSVRC2012_val_00002030.jpg
n01910747,/home/tonglab/Datasets/ILSVRC2012/val/n01910747/ILSVRC2012_val_00000063.jpg
n01910747,/home/tonglab/Datasets/ILSVRC2012/val/n01910747/ILSVRC2012_val_00000386.jpg
n01914609,/home/tonglab/Datasets/ILSVRC2012/val/n01914609/ILSVRC2012_val_00000017.jpg
n01914609,/home/tonglab/Datasets/ILSVRC2012/val/n01914609/ILSVRC2012_val_00002654.jpg
n01917289,/home/tonglab/Datasets/ILSVRC2012/val/n01917289/ILSVRC2012_val_00000011.jpg
n01917289,/home/tonglab/Datasets/ILSVRC2012/val/n01917289/ILSVRC2012_val_00000371.jpg
n01924916,/home/tonglab/Datasets/ILSVRC2012/val/n01924916/ILSVRC2012_val_00003054.jpg
n01924916,/home/tonglab/Datasets/ILSVRC2012/val/n01924916/ILSVRC2012_val_00003942.jpg
n01930112,/home/tonglab/Datasets/ILSVRC2012/val/n01930112/ILSVRC2012_val_00000836.jpg
n01930112,/home/tonglab/Datasets/ILSVRC2012/val/n01930112/ILSVRC2012_val_00001882.jpg
n01943899,/home/tonglab/Datasets/ILSVRC2012/val/n01943899/ILSVRC2012_val_00000781.jpg
n01943899,/home/tonglab/Datasets/ILSVRC2012/val/n01943899/ILSVRC2012_val_00005706.jpg
n01944390,/home/tonglab/Datasets/ILSVRC2012/val/n01944390/ILSVRC2012_val_00001268.jpg
n01944390,/home/tonglab/Datasets/ILSVRC2012/val/n01944390/ILSVRC2012_val_00001959.jpg
n01945685,/home/tonglab/Datasets/ILSVRC2012/val/n01945685/ILSVRC2012_val_00000546.jpg
n01945685,/home/tonglab/Datasets/ILSVRC2012/val/n01945685/ILSVRC2012_val_00001727.jpg
n01950731,/home/tonglab/Datasets/ILSVRC2012/val/n01950731/ILSVRC2012_val_00000154.jpg
n01950731,/home/tonglab/Datasets/ILSVRC2012/val/n01950731/ILSVRC2012_val_00003733.jpg
n01955084,/home/tonglab/Datasets/ILSVRC2012/val/n01955084/ILSVRC2012_val_00000689.jpg
n01955084,/home/tonglab/Datasets/ILSVRC2012/val/n01955084/ILSVRC2012_val_00000703.jpg
n01968897,/home/tonglab/Datasets/ILSVRC2012/val/n01968897/ILSVRC2012_val_00001356.jpg
n01968897,/home/tonglab/Datasets/ILSVRC2012/val/n01968897/ILSVRC2012_val_00002628.jpg
n01978287,/home/tonglab/Datasets/ILSVRC2012/val/n01978287/ILSVRC2012_val_00000195.jpg
n01978287,/home/tonglab/Datasets/ILSVRC2012/val/n01978287/ILSVRC2012_val_00001449.jpg
n01978455,/home/tonglab/Datasets/ILSVRC2012/val/n01978455/ILSVRC2012_val_00002684.jpg
n01978455,/home/tonglab/Datasets/ILSVRC2012/val/n01978455/ILSVRC2012_val_00003705.jpg
n01980166,/home/tonglab/Datasets/ILSVRC2012/val/n01980166/ILSVRC2012_val_00000818.jpg
n01980166,/home/tonglab/Datasets/ILSVRC2012/val/n01980166/ILSVRC2012_val_00001122.jpg
n01981276,/home/tonglab/Datasets/ILSVRC2012/val/n01981276/ILSVRC2012_val_00000238.jpg
n01981276,/home/tonglab/Datasets/ILSVRC2012/val/n01981276/ILSVRC2012_val_00000821.jpg
n01983481,/home/tonglab/Datasets/ILSVRC2012/val/n01983481/ILSVRC2012_val_00000111.jpg
n01983481,/home/tonglab/Datasets/ILSVRC2012/val/n01983481/ILSVRC2012_val_00001531.jpg
n01984695,/home/tonglab/Datasets/ILSVRC2012/val/n01984695/ILSVRC2012_val_00002152.jpg
n01984695,/home/tonglab/Datasets/ILSVRC2012/val/n01984695/ILSVRC2012_val_00002243.jpg
n01985128,/home/tonglab/Datasets/ILSVRC2012/val/n01985128/ILSVRC2012_val_00001381.jpg
n01985128,/home/tonglab/Datasets/ILSVRC2012/val/n01985128/ILSVRC2012_val_00001744.jpg
n01986214,/home/tonglab/Datasets/ILSVRC2012/val/n01986214/ILSVRC2012_val_00000231.jpg
n01986214,/home/tonglab/Datasets/ILSVRC2012/val/n01986214/ILSVRC2012_val_00000245.jpg
n01990800,/home/tonglab/Datasets/ILSVRC2012/val/n01990800/ILSVRC2012_val_00000669.jpg
n01990800,/home/tonglab/Datasets/ILSVRC2012/val/n01990800/ILSVRC2012_val_00001366.jpg
n02002556,/home/tonglab/Datasets/ILSVRC2012/val/n02002556/ILSVRC2012_val_00000690.jpg
n02002556,/home/tonglab/Datasets/ILSVRC2012/val/n02002556/ILSVRC2012_val_00001277.jpg
n02002724,/home/tonglab/Datasets/ILSVRC2012/val/n02002724/ILSVRC2012_val_00001068.jpg
n02002724,/home/tonglab/Datasets/ILSVRC2012/val/n02002724/ILSVRC2012_val_00001230.jpg
n02006656,/home/tonglab/Datasets/ILSVRC2012/val/n02006656/ILSVRC2012_val_00000043.jpg
n02006656,/home/tonglab/Datasets/ILSVRC2012/val/n02006656/ILSVRC2012_val_00000593.jpg
n02007558,/home/tonglab/Datasets/ILSVRC2012/val/n02007558/ILSVRC2012_val_00000356.jpg
n02007558,/home/tonglab/Datasets/ILSVRC2012/val/n02007558/ILSVRC2012_val_00000939.jpg
n02009229,/home/tonglab/Datasets/ILSVRC2012/val/n02009229/ILSVRC2012_val_00000794.jpg
